Age,Gender,Location,Income Level,Occupation,Transaction History,Product Usage,Online Activity,Offline Activity,Interaction History,Lifestyle,Financial Goals,Interests,Email Open Rate,Click Through Rate,App Usage,Social Media Interactions,Product Preference
30,Female,Gujarat,Medium,Student,Occasional,Loan,Low,Medium,Occasional,Suburban,Investing,Tech,0.7137791691695069,0.49874502251143604,Daily,Inactive,Loan
23,Male,Delhi,High,Engineer,Rare,Credit Card,Low,High,Occasional,Rural,Investing,Tech,0.08667904214720312,0.8442604666817923,Weekly,Inactive,Credit Card
23,Female,Hyderabad,Medium,Software Engineer,Rare,Loan,Medium,High,Occasional,Rural,Investing,Tech,0.7183056212492592,0.43424936776062606,Weekly,Active,Loan
37,Female,Delhi,Low,Manager,Rare,Credit Card,High,Low,Frequent,Suburban,Saving,Finance,0.2646818422066832,0.9904610805990239,Monthly,Inactive,Credit Card
20,Female,Hyderabad,Low,Student,Frequent,Loan,High,Medium,Rare,Suburban,Saving,Tech,0.11553792320629175,0.616683184668505,Weekly,Inactive,Loan
34,Male,Delhi,Medium,Engineer,Frequent,Credit Card,Medium,Medium,Occasional,Rural,Investing,Sports,0.8496661088053098,0.48976366914574176,Weekly,Active,Credit Card
29,Female,Jaipur,High,Executive,Frequent,Loan,Low,Medium,Occasional,Suburban,Saving,Travel,0.691191086652746,0.2948893278673509,Weekly,Active,Loan
64,Male,Hyderabad,High,Software Engineer,Rare,Loan,Medium,High,Rare,Rural,Luxury Vacation,Travel,0.4075643122381304,0.011051062639031106,Weekly,Inactive,Loan
62,Male,Mumbai,Low,Executive,Rare,Credit Card,High,Low,Rare,Rural,Saving,Travel,0.4314167262080665,0.6105483566893044,Daily,Inactive,Credit Card
18,Female,Hyderabad,Low,Executive,Frequent,Loan,Medium,High,Rare,Rural,Investing,Tech,0.19711772220981638,0.5774955463563677,Weekly,Active,Loan
34,Male,Hyderabad,Low,Manager,Frequent,Loan,High,Low,Rare,Rural,Saving,Finance,0.009550995466275247,0.5168143552325256,Monthly,Active,Loan
20,Female,Hyderabad,High,Engineer,Rare,Loan,Low,High,Occasional,Urban,Luxury Vacation,Travel,0.3493591395693767,0.5377044539786631,Daily,Active,Loan
43,Male,Jaipur,High,Engineer,Rare,Credit Card,Low,Medium,Frequent,Suburban,Investing,Sports,0.14841435968258554,0.8435223711439643,Daily,Inactive,Credit Card
32,Male,Delhi,Low,Executive,Occasional,Credit Card,Low,High,Rare,Suburban,Saving,Tech,0.4217267956873153,0.3168699246402308,Monthly,Active,Credit Card
53,Female,Mumbai,Medium,Software Engineer,Occasional,Loan,High,Medium,Rare,Suburban,Saving,Tech,0.8338250879299584,0.5502539440002071,Daily,Inactive,Loan
49,Male,Delhi,High,Analyst,Frequent,Loan,Medium,Low,Occasional,Rural,Saving,Sports,0.11475436340271972,0.6799476258585463,Daily,Inactive,Loan
49,Male,Delhi,Low,Executive,Rare,Credit Card,Low,Medium,Rare,Rural,Saving,Finance,0.09175360213614647,0.20981892692856097,Monthly,Active,Credit Card
21,Male,Gujarat,Medium,Manager,Rare,Credit Card,High,Medium,Occasional,Rural,Luxury Vacation,Finance,0.902102219965562,0.9248194150470239,Weekly,Inactive,Credit Card
35,Female,Jaipur,High,Executive,Occasional,Loan,Low,Medium,Occasional,Suburban,Saving,Sports,0.7451395624383232,0.7371225247739107,Daily,Inactive,Loan
36,Female,Gujarat,Medium,Software Engineer,Rare,Credit Card,Medium,Medium,Occasional,Rural,Saving,Sports,0.053069865617590084,0.05329540015607348,Weekly,Inactive,Credit Card
60,Male,Jaipur,Medium,Software Engineer,Frequent,Loan,Low,Low,Occasional,Urban,Investing,Tech,0.07957048525758381,0.865106697937929,Monthly,Active,Loan
52,Male,Delhi,High,Executive,Occasional,Loan,High,High,Rare,Suburban,Luxury Vacation,Sports,0.6849242281489275,0.9298701453601211,Daily,Active,Loan
57,Male,Delhi,Low,Engineer,Rare,Credit Card,High,High,Frequent,Urban,Investing,Finance,0.37034420214768615,0.793670048223755,Weekly,Inactive,Credit Card
31,Female,Jaipur,Medium,Executive,Rare,Credit Card,Low,High,Rare,Urban,Luxury Vacation,Finance,0.7241732955444422,0.4262246016936688,Monthly,Active,Credit Card
50,Female,Delhi,Low,Student,Frequent,Credit Card,Low,High,Frequent,Suburban,Saving,Finance,0.40445406930047767,0.9943768997177854,Daily,Active,Credit Card
31,Male,Delhi,High,Student,Rare,Credit Card,High,Medium,Rare,Urban,Luxury Vacation,Finance,0.9677866873211677,0.12443589941091104,Daily,Active,Credit Card
51,Female,Mumbai,Medium,Analyst,Occasional,Credit Card,Low,Low,Occasional,Urban,Investing,Finance,0.6944166122606511,0.5366058413535754,Weekly,Active,Credit Card
21,Female,Gujarat,Medium,Manager,Occasional,Credit Card,Low,Low,Rare,Rural,Saving,Tech,0.04661576484567487,0.17039080407253948,Daily,Active,Credit Card
41,Female,Gujarat,Medium,Manager,Rare,Credit Card,Low,High,Occasional,Urban,Investing,Sports,0.3305017748773662,0.43934880284622024,Weekly,Active,Credit Card
46,Female,Gujarat,Medium,Engineer,Rare,Credit Card,Medium,High,Rare,Rural,Investing,Sports,0.5636061861360293,0.9274243066255801,Weekly,Active,Credit Card
36,Male,Hyderabad,Medium,Manager,Rare,Loan,Medium,Low,Occasional,Urban,Luxury Vacation,Travel,0.14187363820035737,0.7942611284016664,Daily,Inactive,Loan
23,Female,Mumbai,High,Analyst,Rare,Loan,Medium,Low,Frequent,Suburban,Saving,Tech,0.0025203000752956894,0.78208194153034,Monthly,Active,Loan
50,Female,Gujarat,Medium,Student,Occasional,Credit Card,Low,Medium,Occasional,Suburban,Investing,Tech,0.0793081323217163,0.3538538009818214,Daily,Active,Credit Card
57,Male,Gujarat,High,Engineer,Frequent,Loan,High,Low,Rare,Suburban,Investing,Tech,0.524263477696168,0.9342701774435406,Monthly,Active,Loan
36,Male,Mumbai,Low,Software Engineer,Occasional,Loan,Low,Low,Occasional,Suburban,Luxury Vacation,Tech,0.632255090885571,0.3682609306539929,Weekly,Active,Loan
18,Female,Delhi,High,Student,Rare,Loan,Low,Medium,Frequent,Rural,Investing,Tech,0.09290337569421248,0.03997343571993761,Weekly,Inactive,Loan
22,Female,Gujarat,Medium,Analyst,Rare,Loan,Medium,Medium,Frequent,Urban,Saving,Finance,0.6651565239056132,0.6378012624609642,Daily,Active,Loan
44,Male,Delhi,Low,Engineer,Occasional,Loan,High,Medium,Rare,Urban,Saving,Travel,0.6171241572546758,0.3626476165258933,Daily,Inactive,Loan
33,Male,Gujarat,High,Executive,Occasional,Credit Card,Medium,Low,Occasional,Suburban,Luxury Vacation,Finance,0.9398969820112626,0.1537248882355161,Daily,Active,Credit Card
23,Male,Jaipur,High,Manager,Rare,Credit Card,High,Low,Rare,Rural,Investing,Travel,0.8406754915622701,0.9346580620540915,Weekly,Active,Credit Card
57,Female,Hyderabad,High,Analyst,Occasional,Credit Card,Low,Low,Occasional,Rural,Luxury Vacation,Tech,0.9432418637389651,0.6372395340342434,Daily,Active,Credit Card
30,Female,Gujarat,Medium,Engineer,Rare,Credit Card,Low,Medium,Frequent,Suburban,Luxury Vacation,Tech,0.9661076231567661,0.9405296895102307,Monthly,Active,Credit Card
52,Male,Jaipur,Medium,Student,Occasional,Credit Card,Low,Low,Rare,Urban,Investing,Sports,0.440808535979622,0.5829786822940819,Monthly,Inactive,Credit Card
36,Female,Mumbai,High,Engineer,Rare,Credit Card,High,Low,Frequent,Suburban,Saving,Tech,0.48791068127801074,0.06386365962577223,Weekly,Active,Credit Card
29,Male,Jaipur,High,Executive,Occasional,Loan,Medium,Medium,Occasional,Urban,Luxury Vacation,Tech,0.281621968289101,0.029940513710376093,Weekly,Active,Loan
33,Female,Mumbai,Low,Analyst,Rare,Credit Card,Medium,High,Frequent,Suburban,Saving,Tech,0.5084324025948369,0.9005614350022894,Daily,Inactive,Credit Card
60,Male,Gujarat,Medium,Engineer,Frequent,Loan,Medium,High,Occasional,Urban,Saving,Tech,0.1507146981992119,0.038727936878708014,Daily,Inactive,Loan
27,Male,Mumbai,Medium,Software Engineer,Frequent,Credit Card,High,Low,Rare,Rural,Investing,Tech,0.671430960758198,0.6151757971827795,Monthly,Inactive,Credit Card
42,Female,Jaipur,Low,Analyst,Occasional,Loan,High,Medium,Occasional,Suburban,Investing,Travel,0.024932534665029538,0.29797580744236496,Monthly,Inactive,Loan
37,Female,Hyderabad,High,Analyst,Frequent,Loan,Low,Medium,Occasional,Urban,Saving,Sports,0.23562775628554977,0.6876581391029672,Weekly,Inactive,Loan
48,Female,Delhi,High,Student,Rare,Credit Card,Medium,Low,Rare,Urban,Saving,Tech,0.2080716981913151,0.28472242871714604,Daily,Inactive,Credit Card
21,Female,Delhi,Low,Manager,Occasional,Credit Card,High,Low,Rare,Urban,Saving,Tech,0.937889071422054,0.037222170449489944,Daily,Active,Credit Card
61,Female,Hyderabad,High,Software Engineer,Occasional,Credit Card,Medium,High,Frequent,Urban,Luxury Vacation,Tech,0.14490175170784914,0.7308384727989147,Daily,Active,Credit Card
40,Female,Delhi,High,Executive,Rare,Credit Card,Medium,Medium,Occasional,Rural,Saving,Travel,0.8907754507830942,0.3109026302635449,Daily,Active,Credit Card
19,Male,Gujarat,Low,Engineer,Rare,Loan,High,Low,Occasional,Urban,Luxury Vacation,Travel,0.12435822136816377,0.5507989272598827,Monthly,Inactive,Loan
39,Female,Gujarat,Low,Manager,Rare,Credit Card,High,Medium,Frequent,Rural,Investing,Sports,0.6506979862804624,0.7738658199351997,Daily,Active,Credit Card
54,Male,Jaipur,Low,Student,Occasional,Credit Card,Low,Low,Occasional,Urban,Investing,Tech,0.31988596817333814,0.7028233018300055,Monthly,Inactive,Credit Card
25,Male,Jaipur,High,Manager,Rare,Loan,Low,High,Occasional,Rural,Saving,Sports,0.3160023685469916,0.3485711052046474,Weekly,Active,Loan
24,Female,Mumbai,Low,Analyst,Frequent,Loan,Low,Low,Rare,Rural,Investing,Finance,0.9982711001214651,0.7478266592262973,Daily,Active,Loan
31,Male,Jaipur,High,Analyst,Occasional,Credit Card,Medium,High,Rare,Urban,Saving,Travel,0.2260428577929241,0.9256810070250857,Monthly,Active,Credit Card
20,Male,Gujarat,Medium,Executive,Rare,Credit Card,Medium,High,Rare,Rural,Luxury Vacation,Tech,0.2025600679344426,0.6099745925160445,Monthly,Active,Credit Card
33,Female,Jaipur,Medium,Software Engineer,Occasional,Loan,Low,Low,Frequent,Suburban,Saving,Travel,0.5893347490979636,0.7035060606445435,Monthly,Active,Loan
36,Female,Delhi,Low,Engineer,Frequent,Credit Card,Medium,Low,Rare,Urban,Investing,Sports,0.740752397028573,0.8659081396803764,Daily,Inactive,Credit Card
35,Female,Mumbai,High,Engineer,Frequent,Loan,Medium,High,Frequent,Suburban,Saving,Finance,0.9825045235234476,0.8436406162792783,Monthly,Inactive,Loan
33,Male,Mumbai,High,Student,Rare,Loan,Medium,Medium,Rare,Rural,Investing,Tech,0.7014137742374608,0.35160132748578254,Monthly,Active,Loan
25,Female,Gujarat,High,Executive,Occasional,Credit Card,Medium,Medium,Occasional,Rural,Luxury Vacation,Travel,0.5618710662504095,0.9917005967763931,Weekly,Inactive,Credit Card
50,Female,Jaipur,Low,Engineer,Rare,Loan,High,High,Occasional,Suburban,Investing,Finance,0.40913171775808765,0.028566000047050677,Daily,Active,Loan
29,Female,Delhi,High,Software Engineer,Occasional,Credit Card,High,High,Rare,Urban,Investing,Sports,0.5951128089726664,0.986707571768763,Monthly,Active,Credit Card
28,Female,Jaipur,High,Analyst,Rare,Credit Card,Low,Low,Rare,Suburban,Investing,Sports,0.6008349967526917,0.24599713338660822,Monthly,Active,Credit Card
22,Male,Hyderabad,High,Executive,Rare,Credit Card,Low,Low,Frequent,Rural,Investing,Travel,0.21771149386432376,0.44043705045524784,Daily,Inactive,Credit Card
44,Female,Jaipur,Medium,Manager,Occasional,Loan,Medium,High,Occasional,Urban,Investing,Travel,0.6712085615338034,0.8836887378247141,Daily,Active,Loan
29,Male,Gujarat,High,Executive,Occasional,Credit Card,Medium,High,Rare,Suburban,Investing,Tech,0.20442379066440408,0.24432883852741838,Monthly,Inactive,Credit Card
34,Female,Jaipur,Medium,Executive,Frequent,Credit Card,High,Medium,Rare,Suburban,Saving,Sports,0.4899548233953591,0.2247816350900591,Daily,Inactive,Credit Card
23,Male,Mumbai,High,Software Engineer,Frequent,Loan,Medium,Medium,Occasional,Urban,Luxury Vacation,Tech,0.2598695126299123,0.6431087621880824,Daily,Active,Loan
50,Male,Delhi,High,Software Engineer,Occasional,Credit Card,Medium,Medium,Rare,Suburban,Saving,Travel,0.31280102372975105,0.7054505255952768,Daily,Inactive,Credit Card
22,Male,Gujarat,High,Engineer,Frequent,Credit Card,Low,High,Occasional,Urban,Luxury Vacation,Finance,0.6138770199960298,0.007470684201027256,Daily,Active,Credit Card
45,Female,Hyderabad,Medium,Student,Frequent,Credit Card,Medium,High,Rare,Urban,Saving,Tech,0.06448511473780028,0.45044423597578676,Daily,Active,Credit Card
31,Male,Delhi,High,Student,Occasional,Loan,High,Medium,Occasional,Suburban,Luxury Vacation,Sports,0.012034815324227455,0.48910897788062013,Monthly,Inactive,Loan
22,Female,Delhi,Low,Software Engineer,Occasional,Loan,Medium,Medium,Frequent,Urban,Luxury Vacation,Travel,0.13062000954764363,0.27183519972195413,Monthly,Inactive,Loan
50,Female,Mumbai,High,Engineer,Occasional,Credit Card,Medium,Low,Rare,Urban,Saving,Travel,0.16870697807449753,0.5461097146289048,Weekly,Active,Credit Card
58,Female,Mumbai,Medium,Engineer,Rare,Credit Card,Medium,Low,Rare,Rural,Saving,Tech,0.19787296804563392,0.1545776056721565,Weekly,Inactive,Credit Card
36,Female,Mumbai,Medium,Engineer,Occasional,Credit Card,Medium,High,Rare,Rural,Luxury Vacation,Tech,0.7739310702144798,0.32360580185739884,Daily,Active,Credit Card
39,Female,Gujarat,Low,Software Engineer,Occasional,Loan,Medium,Low,Frequent,Rural,Investing,Travel,0.4468579670378786,0.7132392335545484,Daily,Active,Loan
22,Male,Jaipur,Low,Student,Occasional,Credit Card,High,High,Rare,Suburban,Luxury Vacation,Tech,0.46993613384427213,0.873786537869304,Monthly,Inactive,Credit Card
19,Female,Delhi,Low,Engineer,Frequent,Credit Card,Low,High,Rare,Suburban,Investing,Travel,0.6443341628555435,0.5893789617132055,Weekly,Active,Credit Card
47,Male,Jaipur,Medium,Software Engineer,Occasional,Credit Card,Medium,High,Occasional,Suburban,Luxury Vacation,Sports,0.7291087684128477,0.07484453934119795,Daily,Inactive,Credit Card
64,Male,Jaipur,High,Manager,Frequent,Loan,Low,Medium,Rare,Suburban,Investing,Finance,0.003508349553436041,0.6787458697650417,Daily,Active,Loan
56,Male,Mumbai,High,Manager,Rare,Loan,Low,Low,Rare,Urban,Saving,Tech,0.8567253358051695,0.8975978208896972,Weekly,Active,Loan
21,Male,Jaipur,Low,Analyst,Occasional,Loan,High,Low,Occasional,Urban,Saving,Sports,0.9884348472741084,0.504314042996682,Weekly,Active,Loan
50,Male,Delhi,Low,Manager,Occasional,Loan,Low,Low,Frequent,Rural,Investing,Sports,0.12180743223842172,0.4936919661030653,Daily,Active,Loan
30,Male,Delhi,High,Executive,Frequent,Loan,Medium,Low,Frequent,Urban,Investing,Tech,0.6510805836569036,0.9914135794522885,Weekly,Inactive,Loan
37,Male,Hyderabad,Low,Analyst,Rare,Credit Card,Medium,Medium,Occasional,Suburban,Investing,Sports,0.0024137544009764644,0.6362977875460429,Weekly,Active,Credit Card
24,Female,Gujarat,High,Manager,Occasional,Credit Card,Medium,Low,Frequent,Urban,Investing,Travel,0.04902948617458236,0.8060289016661668,Weekly,Active,Credit Card
32,Male,Jaipur,High,Executive,Rare,Credit Card,Medium,Low,Frequent,Rural,Saving,Tech,0.2850010200860553,0.6464934852762119,Monthly,Inactive,Credit Card
40,Female,Gujarat,High,Manager,Rare,Credit Card,High,Medium,Rare,Suburban,Luxury Vacation,Finance,0.8464040844196341,0.2209156865639108,Daily,Active,Credit Card
31,Male,Gujarat,High,Software Engineer,Occasional,Loan,Low,Low,Rare,Urban,Saving,Travel,0.6525009014377374,0.28407818399626583,Weekly,Inactive,Loan
40,Male,Gujarat,Medium,Executive,Rare,Loan,High,Low,Rare,Rural,Luxury Vacation,Sports,0.44582093197232686,0.6657057587489417,Weekly,Active,Loan
36,Male,Gujarat,High,Engineer,Rare,Credit Card,Low,Medium,Frequent,Urban,Saving,Sports,0.4385984736023928,0.45607113007191125,Daily,Inactive,Credit Card
46,Male,Delhi,Low,Software Engineer,Occasional,Loan,High,Medium,Rare,Rural,Investing,Finance,0.46605357435312667,0.4043477902161414,Monthly,Active,Loan
37,Female,Jaipur,Low,Executive,Frequent,Credit Card,High,Medium,Frequent,Rural,Saving,Finance,0.3110331078010038,0.022451953381393164,Daily,Inactive,Credit Card
46,Female,Hyderabad,Low,Software Engineer,Occasional,Loan,High,Medium,Rare,Rural,Saving,Sports,0.8777145176255143,0.8843690673986963,Weekly,Active,Loan
41,Female,Gujarat,Low,Engineer,Rare,Credit Card,Medium,High,Frequent,Suburban,Investing,Finance,0.5678691311997973,0.8844977898367871,Weekly,Inactive,Credit Card
35,Male,Hyderabad,Medium,Executive,Occasional,Credit Card,Medium,Medium,Occasional,Urban,Investing,Finance,0.48394996352585284,0.46097112472471646,Daily,Inactive,Credit Card
27,Male,Delhi,High,Executive,Frequent,Credit Card,High,Low,Occasional,Urban,Saving,Sports,0.46507660315710386,0.7007392086256818,Monthly,Active,Credit Card
58,Male,Delhi,High,Software Engineer,Rare,Loan,Low,Low,Rare,Suburban,Saving,Travel,0.9358264668979426,0.17781935373531121,Daily,Inactive,Loan
25,Female,Mumbai,Low,Manager,Rare,Credit Card,Low,Low,Frequent,Suburban,Luxury Vacation,Tech,0.7236619282196818,0.5038110245837941,Daily,Active,Credit Card
43,Male,Gujarat,Low,Executive,Frequent,Credit Card,Medium,Low,Occasional,Urban,Luxury Vacation,Sports,0.14481455471658566,0.4388656418998552,Daily,Active,Credit Card
46,Female,Mumbai,Low,Manager,Frequent,Loan,High,High,Occasional,Suburban,Saving,Finance,0.4369701699432651,0.6566135708116178,Monthly,Inactive,Loan
27,Female,Hyderabad,High,Executive,Rare,Credit Card,Medium,High,Rare,Suburban,Luxury Vacation,Finance,0.2883722104145233,0.469645901144204,Daily,Active,Credit Card
34,Male,Jaipur,Medium,Student,Frequent,Loan,Medium,High,Rare,Urban,Investing,Travel,0.9868686577301626,0.4984342826689623,Daily,Active,Loan
19,Male,Mumbai,Medium,Analyst,Occasional,Loan,Medium,Low,Frequent,Rural,Saving,Sports,0.4153957063131808,0.295712457013357,Daily,Inactive,Loan
23,Female,Delhi,Medium,Manager,Frequent,Loan,High,Low,Occasional,Suburban,Saving,Sports,0.06787010302978236,0.048423168304580266,Weekly,Active,Loan
22,Female,Gujarat,Medium,Manager,Occasional,Credit Card,High,Medium,Frequent,Urban,Luxury Vacation,Finance,0.41121200146280434,0.9170257590173906,Monthly,Inactive,Credit Card
45,Female,Hyderabad,Low,Engineer,Rare,Loan,Medium,Medium,Frequent,Urban,Saving,Sports,0.3213502806059353,0.012231623507424128,Weekly,Inactive,Loan
58,Male,Delhi,High,Student,Rare,Loan,High,Low,Rare,Urban,Saving,Finance,0.5995826470782478,0.281324428561327,Weekly,Inactive,Loan
22,Male,Jaipur,Low,Engineer,Rare,Loan,Low,Medium,Frequent,Suburban,Investing,Finance,0.22607817522902984,0.4476107821943013,Daily,Inactive,Loan
35,Male,Gujarat,Medium,Student,Rare,Credit Card,Low,Medium,Frequent,Rural,Saving,Finance,0.03597364969938166,0.31909235429240257,Weekly,Active,Credit Card
43,Male,Jaipur,Low,Student,Rare,Loan,Medium,Low,Occasional,Rural,Luxury Vacation,Tech,0.09588037515889136,0.5519178700632704,Daily,Active,Loan
37,Male,Jaipur,Medium,Software Engineer,Frequent,Credit Card,Low,High,Frequent,Urban,Investing,Finance,0.28314758953436536,0.4616130151705162,Daily,Inactive,Credit Card
58,Male,Gujarat,High,Software Engineer,Frequent,Loan,Medium,Low,Occasional,Suburban,Luxury Vacation,Travel,0.3483226315331076,0.25547623586357937,Daily,Inactive,Loan
44,Female,Gujarat,Medium,Software Engineer,Rare,Loan,Medium,Low,Occasional,Suburban,Saving,Sports,0.8344505400447328,0.08802013090543992,Weekly,Inactive,Loan
29,Female,Jaipur,Low,Executive,Frequent,Credit Card,Medium,Medium,Frequent,Rural,Luxury Vacation,Tech,0.2700696840143848,0.13753527058416948,Monthly,Inactive,Credit Card
24,Female,Hyderabad,High,Engineer,Frequent,Credit Card,High,Medium,Frequent,Rural,Luxury Vacation,Sports,0.03149305347604614,0.4863200692570141,Daily,Inactive,Credit Card
20,Male,Gujarat,Medium,Analyst,Rare,Credit Card,High,Low,Occasional,Suburban,Investing,Travel,0.7807334832028542,0.8459455339857392,Monthly,Active,Credit Card
27,Female,Delhi,Medium,Student,Frequent,Loan,High,High,Frequent,Rural,Saving,Tech,0.8689175700889626,0.10063889192198017,Monthly,Active,Loan
51,Male,Mumbai,High,Student,Rare,Loan,High,Low,Occasional,Urban,Investing,Sports,0.4923062374005278,0.6772063852035107,Weekly,Inactive,Loan
42,Male,Hyderabad,Low,Manager,Rare,Credit Card,Medium,High,Frequent,Rural,Saving,Tech,0.28492723075647075,0.7920911458456091,Daily,Inactive,Credit Card
52,Female,Gujarat,High,Executive,Rare,Credit Card,High,High,Occasional,Suburban,Investing,Finance,0.7721398801184159,0.27677227831472817,Weekly,Active,Credit Card
33,Male,Gujarat,Low,Analyst,Rare,Credit Card,Low,Low,Occasional,Urban,Saving,Finance,0.00889840668199049,0.6682394928518994,Monthly,Inactive,Credit Card
19,Female,Hyderabad,Medium,Software Engineer,Frequent,Credit Card,Low,Low,Rare,Suburban,Investing,Sports,0.9240282291078946,0.6866579446829169,Monthly,Inactive,Credit Card
41,Female,Mumbai,Medium,Student,Frequent,Credit Card,High,Low,Frequent,Rural,Saving,Travel,0.8655316448773113,0.7077927310264263,Monthly,Inactive,Credit Card
27,Male,Jaipur,High,Manager,Occasional,Loan,Low,High,Occasional,Rural,Investing,Tech,0.5448332099548358,0.8908090915994874,Daily,Inactive,Loan
55,Female,Delhi,Medium,Engineer,Occasional,Loan,Low,Medium,Occasional,Urban,Luxury Vacation,Tech,0.2775811879097886,0.3985260644911053,Daily,Active,Loan
39,Female,Gujarat,High,Student,Rare,Credit Card,High,High,Frequent,Urban,Investing,Sports,0.03284488274899766,0.2436891376714263,Weekly,Active,Credit Card
43,Female,Mumbai,Medium,Manager,Occasional,Credit Card,Medium,High,Frequent,Urban,Luxury Vacation,Finance,0.9998237501968622,0.5438448678872697,Monthly,Active,Credit Card
60,Female,Delhi,Medium,Engineer,Frequent,Loan,Medium,High,Frequent,Urban,Investing,Tech,0.7620737230386839,0.0625483732354154,Daily,Inactive,Loan
56,Male,Hyderabad,Low,Executive,Frequent,Credit Card,Medium,Medium,Rare,Rural,Luxury Vacation,Finance,0.33870987580815837,0.333920930200452,Monthly,Inactive,Credit Card
44,Female,Gujarat,High,Software Engineer,Occasional,Credit Card,High,High,Frequent,Suburban,Saving,Finance,0.01927197163878458,0.8832251267138379,Daily,Inactive,Credit Card
46,Female,Jaipur,High,Engineer,Occasional,Credit Card,Medium,High,Rare,Rural,Luxury Vacation,Travel,0.6392917284607711,0.532057560244213,Weekly,Inactive,Credit Card
64,Female,Hyderabad,Medium,Student,Frequent,Credit Card,Medium,High,Frequent,Rural,Saving,Finance,0.9869040057516955,0.43667530423959244,Monthly,Active,Credit Card
55,Male,Gujarat,Low,Analyst,Occasional,Loan,Low,Medium,Rare,Urban,Luxury Vacation,Finance,0.7070727086326672,0.26568391070103103,Daily,Inactive,Loan
37,Female,Mumbai,Low,Engineer,Frequent,Credit Card,Medium,High,Frequent,Urban,Saving,Tech,0.08371440856980528,0.2503756847061748,Weekly,Active,Credit Card
44,Male,Delhi,High,Analyst,Frequent,Loan,High,Medium,Rare,Suburban,Luxury Vacation,Travel,0.4022783721735562,0.23661202136031922,Weekly,Inactive,Loan
58,Female,Delhi,High,Analyst,Occasional,Loan,Medium,Medium,Occasional,Suburban,Investing,Travel,0.10918346272755808,0.8292336681198818,Daily,Active,Loan
37,Female,Gujarat,Medium,Engineer,Occasional,Loan,Low,Low,Rare,Rural,Saving,Sports,0.9121605496009476,0.9850203721928096,Weekly,Inactive,Loan
61,Female,Hyderabad,High,Executive,Rare,Loan,Low,Low,Rare,Suburban,Saving,Sports,0.3304144709525808,0.5347984332731123,Daily,Active,Loan
36,Male,Jaipur,Medium,Engineer,Rare,Credit Card,Low,Low,Occasional,Urban,Luxury Vacation,Sports,0.7333765293406711,0.07983341717281323,Monthly,Active,Credit Card
37,Male,Mumbai,Low,Manager,Rare,Loan,Low,Medium,Frequent,Urban,Investing,Travel,0.08469035800910663,0.7510390459351902,Weekly,Inactive,Loan
52,Male,Gujarat,High,Software Engineer,Rare,Credit Card,Medium,Low,Occasional,Urban,Saving,Finance,0.12841469579543952,0.8770544234203201,Monthly,Inactive,Credit Card
64,Male,Mumbai,Low,Analyst,Rare,Credit Card,Low,Low,Occasional,Rural,Saving,Travel,0.6794876620506847,0.9312281709895122,Daily,Inactive,Credit Card
19,Male,Delhi,Low,Software Engineer,Frequent,Loan,Low,Low,Occasional,Suburban,Investing,Finance,0.8434799483621692,0.6287753460213852,Monthly,Active,Loan
47,Male,Jaipur,Medium,Student,Occasional,Credit Card,Low,Medium,Rare,Urban,Investing,Sports,0.20144995633127893,0.5068808332588195,Weekly,Inactive,Credit Card
51,Female,Mumbai,Low,Analyst,Frequent,Credit Card,Medium,High,Occasional,Rural,Investing,Sports,0.41833724599706346,0.620527314466413,Weekly,Active,Credit Card
39,Male,Gujarat,Medium,Student,Rare,Loan,High,Low,Frequent,Rural,Saving,Finance,0.6194170347031267,0.012950717612979501,Weekly,Active,Loan
20,Female,Jaipur,Medium,Manager,Rare,Loan,Low,Low,Rare,Rural,Luxury Vacation,Finance,0.7962763392602725,0.6554198752987499,Weekly,Active,Loan
23,Male,Hyderabad,Low,Manager,Occasional,Loan,Low,Low,Rare,Suburban,Luxury Vacation,Sports,0.6281966103792811,0.709646393255548,Daily,Inactive,Loan
32,Male,Gujarat,Low,Software Engineer,Frequent,Credit Card,Low,Low,Occasional,Suburban,Saving,Finance,0.09542592064257671,0.7220303476378883,Monthly,Inactive,Credit Card
44,Male,Mumbai,Medium,Manager,Rare,Credit Card,Medium,Medium,Rare,Suburban,Saving,Travel,0.542819328334084,0.5630717809094132,Daily,Inactive,Credit Card
27,Female,Jaipur,Medium,Engineer,Rare,Loan,Medium,High,Frequent,Rural,Saving,Sports,0.8846066814765701,0.7000443713213623,Weekly,Inactive,Loan
26,Male,Gujarat,Low,Analyst,Rare,Loan,Low,High,Rare,Rural,Saving,Travel,0.8680237210239841,0.6388323907301923,Monthly,Active,Loan
50,Male,Jaipur,Medium,Student,Rare,Credit Card,High,Low,Occasional,Suburban,Investing,Sports,0.5850156077509613,0.11552841984229922,Weekly,Inactive,Credit Card
49,Female,Jaipur,Medium,Software Engineer,Frequent,Credit Card,Low,High,Occasional,Urban,Saving,Tech,0.9956962067708389,0.898366769402436,Monthly,Active,Credit Card
23,Female,Jaipur,High,Software Engineer,Frequent,Loan,High,Low,Occasional,Suburban,Saving,Travel,0.10512372238435541,0.6227275076878896,Monthly,Inactive,Loan
58,Female,Mumbai,High,Manager,Rare,Credit Card,High,Low,Rare,Rural,Saving,Tech,0.4785953573916528,0.7277943704830266,Weekly,Inactive,Credit Card
53,Female,Gujarat,High,Manager,Frequent,Credit Card,Medium,High,Occasional,Rural,Investing,Sports,0.7751236393527404,0.3428875199174509,Daily,Active,Credit Card
